fpi_program_name,fpi_al_number,submission_period,agency_identifier_name,budget_function,budget_subfunction,federal_account_symbol,federal_account_name,program_activity_code,program_activity_name,object_class_code,object_class_name,direct_or_reimbursable_funding_source,disaster_emergency_fund_code,disaster_emergency_fund_name,obligations_incurred,obligations_undelivered_orders_unpaid_total,obligations_undelivered_orders_unpaid_total_FYB,USSGL480100_undelivered_orders_obligations_unpaid,USSGL480100_undelivered_orders_obligations_unpaid_FYB,USSGL488100_upward_adj_prior_year_undeliv_orders_oblig_unpaid,obligations_delivered_orders_unpaid_total,obligations_delivered_orders_unpaid_total_FYB,USSGL490100_delivered_orders_obligations_unpaid,USSGL490100_delivered_orders_obligations_unpaid_FYB,USSGL498100_upward_adj_of_prior_year_deliv_orders_oblig_unpaid,gross_outlay_amount_FYB_to_period_end,gross_outlay_amount_FYB,gross_outlays_undelivered_orders_prepaid_total,gross_outlays_undelivered_orders_prepaid_total_FYB,USSGL480200_undelivered_orders_obligations_prepaid_advanced,USSGL480200_undelivered_orders_obligations_prepaid_advanced_FYB,USSGL488200_upward_adj_prior_year_undeliv_orders_oblig_prepaid,gross_outlays_delivered_orders_paid_total,gross_outlays_delivered_orders_paid_total_FYB,USSGL490200_delivered_orders_obligations_paid,USSGL490800_authority_outlayed_not_yet_disbursed,USSGL490800_authority_outlayed_not_yet_disbursed_FYB,USSGL498200_upward_adj_of_prior_year_deliv_orders_oblig_paid,deobligations_or_recoveries_or_refunds_from_prior_year,USSGL487100_downward_adj_prior_year_unpaid_undeliv_orders_oblig,USSGL497100_downward_adj_prior_year_unpaid_deliv_orders_oblig,USSGL487200_downward_adj_prior_year_prepaid_undeliv_order_oblig,USSGL497200_downward_adj_of_prior_year_paid_deliv_orders_oblig,USSGL483100_undelivered_orders_obligations_transferred_unpaid,USSGL493100_delivered_orders_obligations_transferred_unpaid,USSGL483200_undeliv_orders_oblig_transferred_prepaid_advanced,last_modified_date
soil survey,10.903,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1000,"Conservation Operations, Natural Resources Conservation Service, Agriculture",0002,SOIL SURVEYS,25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,1823833.9,15944532.29,21586178.67,15944532.29,21586178.67,0.0,10032.71,10032.71,10032.71,181343.58,0.0,7636791.15,0.0,0.0,0.0,0.0,0.0,0.0,7636791.15,0.0,7636791.15,0.0,0.0,0.0,-514522.62,-514522.62,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
soil survey,10.903,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1000,"Conservation Operations, Natural Resources Conservation Service, Agriculture",0002,SOIL SURVEYS,25.2,Other services from non-Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,-802102.06,2686669.09,1216839.3,2686669.09,1216839.3,0.0,0.0,0.0,0.0,2215557.33,0.0,-56374.52,138358.49,44384.16,44384.16,44384.16,138358.49,0.0,37599.81,0.0,37599.81,0.0,0.0,0.0,-12636.41,-12636.41,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
soil survey,10.903,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1000,"Conservation Operations, Natural Resources Conservation Service, Agriculture",0002,SOIL SURVEYS,25.3,Other goods and services from Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,1122182.94,1500923.49,1506260.27,1500923.49,1506260.27,0.0,0.0,0.0,0.0,12524.13,0.0,1140043.85,0.0,0.0,0.0,0.0,0.0,0.0,1140043.85,0.0,1140043.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
soil survey,10.903,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1000,"Conservation Operations, Natural Resources Conservation Service, Agriculture",0002,SOIL SURVEYS,25.4,Operation and maintenance of facilities,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,16416.45,16291.97,10076.37,16291.97,10076.37,0.0,0.0,0.0,0.0,0.0,0.0,10200.85,0.0,0.0,0.0,0.0,0.0,0.0,10200.85,0.0,10200.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
soil survey,10.903,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1000,"Conservation Operations, Natural Resources Conservation Service, Agriculture",0002,SOIL SURVEYS,25.5,Research and development contracts,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,-495341.23,-499841.0,53258.66,-499841.0,53258.66,0.0,0.0,0.0,0.0,0.0,0.0,57758.43,0.0,0.0,0.0,0.0,0.0,0.0,57758.43,0.0,57758.43,0.0,0.0,0.0,499841.0,499841.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
soil survey,10.903,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1000,"Conservation Operations, Natural Resources Conservation Service, Agriculture",0002,SOIL SURVEYS,25.6,Medical care,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,278.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.41,0.0,0.0,0.0,0.0,0.0,0.0,278.41,0.0,278.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
soil survey,10.903,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1000,"Conservation Operations, Natural Resources Conservation Service, Agriculture",0002,SOIL SURVEYS,25.7,Operation and maintenance of equipment,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,311679.56,162923.32,305159.65,162923.32,305159.65,0.0,4741.74,4741.74,4741.74,3093.23,0.0,452267.38,0.0,0.0,0.0,0.0,0.0,0.0,452267.38,0.0,452267.38,0.0,0.0,0.0,-10804.0,-10804.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
soil survey,10.903,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1000,"Conservation Operations, Natural Resources Conservation Service, Agriculture",0002,SOIL SURVEYS,26.0,Supplies and materials,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,262401.53,77316.68,417710.14,77316.68,417710.14,0.0,6457.84,6457.84,6457.84,63994.97,0.0,660332.12,0.0,0.0,0.0,0.0,0.0,0.0,660332.12,0.0,660332.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
soil survey,10.903,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1000,"Conservation Operations, Natural Resources Conservation Service, Agriculture",0002,SOIL SURVEYS,31.0,Equipment,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,282426.3,732698.6,4978974.15,732638.6,4978974.15,60.0,0.0,0.0,0.0,63043.7,0.0,4591745.55,0.0,0.0,0.0,0.0,0.0,0.0,4591745.55,0.0,4591745.55,0.0,0.0,0.0,-24000.0,-24000.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
soil survey,10.903,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1000,"Conservation Operations, Natural Resources Conservation Service, Agriculture",0002,SOIL SURVEYS,32.0,Land and structures,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,63690.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63690.29,0.0,0.0,0.0,0.0,0.0,0.0,63690.29,0.0,63690.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
soil survey,10.903,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1000,"Conservation Operations, Natural Resources Conservation Service, Agriculture",0002,SOIL SURVEYS,42.0,Insurance claims and indemnities,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,774.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774.79,0.0,0.0,0.0,0.0,0.0,0.0,774.79,0.0,774.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
soil survey,10.903,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1000,"Conservation Operations, Natural Resources Conservation Service, Agriculture",0002,SOIL SURVEYS,43.0,Interest and dividends,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,36.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.08,0.0,0.0,0.0,0.0,0.0,0.0,36.08,0.0,36.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
partnerships for climate-smart commodities,10.937,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1000,"Conservation Operations, Natural Resources Conservation Service, Agriculture",0006,PARTNERSHIPS FOR CLIMATE-SMART COMMODITIES,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,92258475.8,2630883356.28,2796477464.8,2630883356.28,2796477464.8,0.0,1532654.89,1532654.89,1532654.89,14528230.3,0.0,270848159.73,2488264.61,714368.22,714368.22,714368.22,2488264.61,0.0,272622056.12,0.0,272622056.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
watershed rehabilitation program,10.916,FY2025P08,Department of Agriculture,Natural Resources and Environment,Water resources,012-1002,"Watershed Rehabilitation Program, Natural Resources Conservation Service, Agriculture",0001,WATERSHED REHABILITATION PROGRAM,11.1,Full-time permanent,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,649717.89,0.0,0.0,0.0,0.0,0.0,50035.27,50035.27,50035.27,49759.39,0.0,649442.01,0.0,0.0,0.0,0.0,0.0,0.0,649442.01,0.0,649442.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
watershed rehabilitation program,10.916,FY2025P08,Department of Agriculture,Natural Resources and Environment,Water resources,012-1002,"Watershed Rehabilitation Program, Natural Resources Conservation Service, Agriculture",0001,WATERSHED REHABILITATION PROGRAM,11.1,Full-time permanent,D,Z,Infrastructure Investment and Jobs Act,315651.49,0.0,0.0,0.0,0.0,0.0,20058.2,20058.2,20058.2,17444.91,0.0,313038.2,0.0,0.0,0.0,0.0,0.0,0.0,313038.2,0.0,313038.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
