fpi_program_name,fpi_al_number,submission_period,agency_identifier_name,budget_function,budget_subfunction,federal_account_symbol,federal_account_name,program_activity_code,program_activity_name,object_class_code,object_class_name,direct_or_reimbursable_funding_source,disaster_emergency_fund_code,disaster_emergency_fund_name,obligations_incurred,obligations_undelivered_orders_unpaid_total,obligations_undelivered_orders_unpaid_total_FYB,USSGL480100_undelivered_orders_obligations_unpaid,USSGL480100_undelivered_orders_obligations_unpaid_FYB,USSGL488100_upward_adj_prior_year_undeliv_orders_oblig_unpaid,obligations_delivered_orders_unpaid_total,obligations_delivered_orders_unpaid_total_FYB,USSGL490100_delivered_orders_obligations_unpaid,USSGL490100_delivered_orders_obligations_unpaid_FYB,USSGL498100_upward_adj_of_prior_year_deliv_orders_oblig_unpaid,gross_outlay_amount_FYB_to_period_end,gross_outlay_amount_FYB,gross_outlays_undelivered_orders_prepaid_total,gross_outlays_undelivered_orders_prepaid_total_FYB,USSGL480200_undelivered_orders_obligations_prepaid_advanced,USSGL480200_undelivered_orders_obligations_prepaid_advanced_FYB,USSGL488200_upward_adj_prior_year_undeliv_orders_oblig_prepaid,gross_outlays_delivered_orders_paid_total,gross_outlays_delivered_orders_paid_total_FYB,USSGL490200_delivered_orders_obligations_paid,USSGL490800_authority_outlayed_not_yet_disbursed,USSGL490800_authority_outlayed_not_yet_disbursed_FYB,USSGL498200_upward_adj_of_prior_year_deliv_orders_oblig_paid,deobligations_or_recoveries_or_refunds_from_prior_year,USSGL487100_downward_adj_prior_year_unpaid_undeliv_orders_oblig,USSGL497100_downward_adj_prior_year_unpaid_deliv_orders_oblig,USSGL487200_downward_adj_prior_year_prepaid_undeliv_order_oblig,USSGL497200_downward_adj_of_prior_year_paid_deliv_orders_oblig,USSGL483100_undelivered_orders_obligations_transferred_unpaid,USSGL493100_delivered_orders_obligations_transferred_unpaid,USSGL483200_undeliv_orders_oblig_transferred_prepaid_advanced,last_modified_date
keep young athletes safe,16.840,FY2024P12,Department of Justice,Administration of Justice,Criminal justice assistance,015-0404,"State and Local Law Enforcement Assistance, Office of Justice Programs, Justice",141,KEEP YOUNG ATHLETES SAFE,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,2186369.0,2901258.21,3275429.34,2901258.21,3275429.34,0.0,6482.92,6482.92,6482.92,14249.85,0.0,2568307.06,0.0,0.0,0.0,0.0,0.0,0.0,2568307.06,0.0,2568307.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
stop school violence,16.839,FY2024P12,Department of Justice,Administration of Justice,Criminal justice assistance,015-0404,"State and Local Law Enforcement Assistance, Office of Justice Programs, Justice",143,STOP SCHOOL VIOLENCE ACT,25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,902772.02,731790.73,658643.2,731790.73,658643.2,0.0,119437.95,119437.95,119437.95,273517.74,0.0,983704.28,0.0,0.0,0.0,0.0,0.0,0.0,983704.28,0.0,983704.28,0.0,0.0,0.0,-20012.56,-18977.39,-1035.17,0.0,0.0,0.0,0.0,0.0,2024-11-15
stop school violence,16.839,FY2024P12,Department of Justice,Administration of Justice,Criminal justice assistance,015-0404,"State and Local Law Enforcement Assistance, Office of Justice Programs, Justice",143,STOP SCHOOL VIOLENCE ACT,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,26491838.0,201449181.6,244153221.84,201449181.6,244153221.84,0.0,18268645.3,18268645.3,18268645.3,21912666.21,0.0,72839899.15,0.0,0.0,0.0,0.0,0.0,0.0,72839899.15,0.0,72839899.15,0.0,0.0,0.0,-9582405.38,-9580556.14,0.0,0.0,-1849.24,0.0,0.0,0.0,2024-11-15
combatting contraband cell phone use in prisons,16.844,FY2024P12,Department of Justice,Administration of Justice,Criminal justice assistance,015-0404,"State and Local Law Enforcement Assistance, Office of Justice Programs, Justice",155,MANAGED ACCESS SYSTEMS (COMBATTING CONTRABAND CELL PHONE USE IN PRISONS),25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,11363.35,11143.7,11363.35,11143.7,0.0,746.65,746.65,746.65,966.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11000.0,-11000.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
combatting contraband cell phone use in prisons,16.844,FY2024P12,Department of Justice,Administration of Justice,Criminal justice assistance,015-0404,"State and Local Law Enforcement Assistance, Office of Justice Programs, Justice",155,MANAGED ACCESS SYSTEMS (COMBATTING CONTRABAND CELL PHONE USE IN PRISONS),41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,415801.5,1258730.76,415801.5,1258730.76,0.0,50354.37,50354.37,50354.37,296718.44,0.0,1089293.33,0.0,0.0,0.0,0.0,0.0,0.0,1089293.33,0.0,1089293.33,0.0,0.0,0.0,-2910.2,-2910.2,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
rural violent crime initiative,16.039,FY2024P12,Department of Justice,Administration of Justice,Criminal justice assistance,015-0404,"State and Local Law Enforcement Assistance, Office of Justice Programs, Justice",166,RURAL VIOLENT CRIME INITIATIVE,25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,130000.0,97721.75,68153.85,97721.75,68153.85,0.0,2465.56,2465.56,2465.56,1846.15,0.0,99812.69,0.0,0.0,0.0,0.0,0.0,0.0,99812.69,0.0,99812.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
rural violent crime initiative,16.039,FY2024P12,Department of Justice,Administration of Justice,Criminal justice assistance,015-0404,"State and Local Law Enforcement Assistance, Office of Justice Programs, Justice",166,RURAL VIOLENT CRIME INITIATIVE,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,7391833.0,17272436.73,15803776.69,17272436.73,15803776.69,0.0,574479.97,574479.97,574479.97,258832.47,0.0,5607525.46,0.0,0.0,0.0,0.0,0.0,0.0,5607525.46,0.0,5607525.46,0.0,0.0,0.0,-7881.77,-7881.77,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
khalid jabara and heather heyer no hate act,16.048,FY2024P12,Department of Justice,Administration of Justice,Criminal justice assistance,015-0404,"State and Local Law Enforcement Assistance, Office of Justice Programs, Justice",178,KHALID JABARA AND HEATHER HEYER NO HATE ACT PROGRAM,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,6364928.0,18060361.34,13494691.0,18060361.34,13494691.0,0.0,813685.06,813685.06,813685.06,0.0,0.0,985572.6,0.0,0.0,0.0,0.0,0.0,0.0,985572.6,0.0,985572.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
delinquency prevention program,16.548,FY2024P12,Department of Justice,Administration of Justice,Criminal justice assistance,015-0405,"Juvenile Justice Programs, Office of Justice Programs, Justice",3,DELINQUENCY PREVENTION PROGRAM  (TITLE V - LOCAL DELINQ. PREVENTION INCENTIVE GRANTS),25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,741002.0,714485.11,743963.53,714485.11,743963.53,0.0,253776.74,253776.74,253776.74,41396.67,0.0,558100.35,0.0,0.0,0.0,0.0,0.0,0.0,558100.35,0.0,558100.35,0.0,0.0,0.0,-20998.38,-20998.38,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
delinquency prevention program,16.548,FY2024P12,Department of Justice,Administration of Justice,Criminal justice assistance,015-0405,"Juvenile Justice Programs, Office of Justice Programs, Justice",3,DELINQUENCY PREVENTION PROGRAM  (TITLE V - LOCAL DELINQ. PREVENTION INCENTIVE GRANTS),41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,12996966.0,26605025.7,19027280.22,26605025.7,19027280.22,0.0,1588305.45,1588305.45,1588305.45,680755.66,0.0,4511670.73,0.0,0.0,0.0,0.0,0.0,0.0,4511670.73,0.0,4511670.73,0.0,0.0,0.0,-34664.47,-34664.47,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
tribal youth program,16.731,FY2024P12,Department of Justice,Administration of Justice,Criminal justice assistance,015-0405,"Juvenile Justice Programs, Office of Justice Programs, Justice",9,TRIBAL YOUTH PROGRAM,25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,359009.0,291321.88,132689.41,291321.88,132689.41,0.0,67687.12,67687.12,67687.12,1620.59,0.0,134310.0,0.0,0.0,0.0,0.0,0.0,0.0,134310.0,0.0,134310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
tribal youth program,16.731,FY2024P12,Department of Justice,Administration of Justice,Criminal justice assistance,015-0405,"Juvenile Justice Programs, Office of Justice Programs, Justice",9,TRIBAL YOUTH PROGRAM,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,14355547.0,40881129.97,34283238.72,40881129.97,34283238.72,0.0,1481595.16,1481595.16,1481595.16,1093387.09,0.0,7369447.68,0.0,0.0,0.0,0.0,0.0,0.0,7369447.68,0.0,7369447.68,0.0,0.0,0.0,-267212.38,-267212.38,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
girls in the juvenile justice system,16.830,FY2024P12,Department of Justice,Administration of Justice,Criminal justice assistance,015-0405,"Juvenile Justice Programs, Office of Justice Programs, Justice",17,GIRLS IN THE JUVENILE JUSTICE SYSTEM,25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,138159.0,107146.43,75662.84,107146.43,75662.84,0.0,18990.99,18990.99,18990.99,4343.36,0.0,92027.78,0.0,0.0,0.0,0.0,0.0,0.0,92027.78,0.0,92027.78,0.0,0.0,0.0,-7907.42,-7907.42,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
girls in the juvenile justice system,16.830,FY2024P12,Department of Justice,Administration of Justice,Criminal justice assistance,015-0405,"Juvenile Justice Programs, Office of Justice Programs, Justice",17,GIRLS IN THE JUVENILE JUSTICE SYSTEM,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,4325402.0,10417344.03,10197427.7,10417344.03,10197427.7,0.0,630114.44,630114.44,630114.44,517224.68,0.0,3992595.91,0.0,0.0,0.0,0.0,0.0,0.0,3992595.91,0.0,3992595.91,0.0,0.0,0.0,-734358.07,-734358.07,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
children of incarcerated parents,16.831,FY2024P12,Department of Justice,Administration of Justice,Criminal justice assistance,015-0405,"Juvenile Justice Programs, Office of Justice Programs, Justice",18,CHILDREN OF INCARCERATED PARENTS WEB PORTAL,25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,2600.0,2116.4,1875.34,2116.4,1875.34,0.0,931.6,931.6,931.6,12.66,0.0,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,0.0,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
children of incarcerated parents,16.831,FY2024P12,Department of Justice,Administration of Justice,Criminal justice assistance,015-0405,"Juvenile Justice Programs, Office of Justice Programs, Justice",18,CHILDREN OF INCARCERATED PARENTS WEB PORTAL,25.3,Other goods and services from Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,585965.3,1001246.84,585965.3,1001246.84,0.0,0.0,0.0,0.0,0.0,0.0,415281.54,0.0,0.0,0.0,0.0,0.0,0.0,415281.54,0.0,415281.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
indigent defense,16.836,FY2024P12,Department of Justice,Administration of Justice,Criminal justice assistance,015-0405,"Juvenile Justice Programs, Office of Justice Programs, Justice",21,INDIGENT DEFENSE INITIATIVE-- IMPROVING JUVENILE INDIGENT DEFENSE PROGRAM,25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,67853.0,48145.71,39579.54,48145.71,39579.54,0.0,13895.54,13895.54,13895.54,701.46,0.0,46092.75,0.0,0.0,0.0,0.0,0.0,0.0,46092.75,0.0,46092.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
indigent defense,16.836,FY2024P12,Department of Justice,Administration of Justice,Criminal justice assistance,015-0405,"Juvenile Justice Programs, Office of Justice Programs, Justice",21,INDIGENT DEFENSE INITIATIVE-- IMPROVING JUVENILE INDIGENT DEFENSE PROGRAM,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,2118649.0,5303713.52,5068017.55,5303713.52,5068017.55,0.0,244188.37,244188.37,244188.37,253676.13,0.0,1892440.79,0.0,0.0,0.0,0.0,0.0,0.0,1892440.79,0.0,1892440.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
opioid affected youth initiative,16.842,FY2024P12,Department of Justice,Administration of Justice,Criminal justice assistance,015-0405,"Juvenile Justice Programs, Office of Justice Programs, Justice",23,OPIOID AFFECTED YOUTH INITIATIVE,25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,279897.0,228019.28,109300.78,228019.28,109300.78,0.0,46963.72,46963.72,46963.72,1450.13,0.0,115664.91,0.0,0.0,0.0,0.0,0.0,0.0,115664.91,0.0,115664.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
opioid affected youth initiative,16.842,FY2024P12,Department of Justice,Administration of Justice,Criminal justice assistance,015-0405,"Juvenile Justice Programs, Office of Justice Programs, Justice",23,OPIOID AFFECTED YOUTH INITIATIVE,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,8906751.0,26686505.0,27690933.95,26686505.0,27690933.95,0.0,1330775.95,1330775.95,1330775.95,1194895.81,0.0,9775299.81,0.0,0.0,0.0,0.0,0.0,0.0,9775299.81,0.0,9775299.81,0.0,0.0,0.0,-185485.88,-185485.88,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
children exposed to violence,16.818,FY2024P12,Department of Justice,Administration of Justice,Criminal justice assistance,015-0405,"Juvenile Justice Programs, Office of Justice Programs, Justice",24,CHILDREN EXPOSED TO VIOLENCE,25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,282387.0,277478.12,152633.61,277478.12,152633.61,0.0,39053.88,39053.88,39053.88,14443.76,0.0,132932.37,0.0,0.0,0.0,0.0,0.0,0.0,132932.37,0.0,132932.37,0.0,0.0,0.0,-37902.0,-37902.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
children exposed to violence,16.818,FY2024P12,Department of Justice,Administration of Justice,Criminal justice assistance,015-0405,"Juvenile Justice Programs, Office of Justice Programs, Justice",24,CHILDREN EXPOSED TO VIOLENCE,25.3,Other goods and services from Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,50000.0,619.28,50617.77,619.28,50617.77,0.0,0.0,0.0,0.0,0.0,0.0,99998.49,0.0,50000.0,50000.0,50000.0,0.0,0.0,49998.49,0.0,49998.49,0.0,0.0,0.0,-0.49,-0.49,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
children exposed to violence,16.818,FY2024P12,Department of Justice,Administration of Justice,Criminal justice assistance,015-0405,"Juvenile Justice Programs, Office of Justice Programs, Justice",24,CHILDREN EXPOSED TO VIOLENCE,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,7538843.0,21442813.1,21077402.97,21442813.1,21077402.97,0.0,1306940.59,1306940.59,1306940.59,2084647.14,0.0,7951139.42,0.0,0.0,0.0,0.0,0.0,0.0,7951139.42,0.0,7951139.42,0.0,0.0,0.0,-770155.73,-770155.73,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
state criminal alien assistance program,16.606,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0404,"State and Local Law Enforcement Assistance, Office of Justice Programs, Justice",1,STATE CRIMINAL ALIEN ASSISTANCE PROGRAM,25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,149107.2,163746.97,23436.56,163746.97,23436.56,0.0,0.0,0.0,0.0,431.21,0.0,9228.0,0.0,0.0,0.0,0.0,0.0,0.0,9228.0,0.0,9228.0,0.0,0.0,0.0,-14639.77,-14639.77,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-30
state criminal alien assistance program,16.606,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0404,"State and Local Law Enforcement Assistance, Office of Justice Programs, Justice",1,STATE CRIMINAL ALIEN ASSISTANCE PROGRAM,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,144957266.0,10810661.81,0.0,10810661.81,0.0,0.0,0.0,0.0,0.0,2218299.63,0.0,136364903.82,0.0,0.0,0.0,0.0,0.0,0.0,136364903.82,0.0,136364903.82,0.0,0.0,0.0,-2636.46,-2636.46,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-30
justice reinvestment initiative,16.827,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0404,"State and Local Law Enforcement Assistance, Office of Justice Programs, Justice",11,COMMUNITY TRUST INITIATIVE: JUSTICE REINVESTMENT INITIATIVE,25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,123197.0,201549.2,147179.98,201549.2,147179.98,0.0,0.0,0.0,0.0,78351.07,0.0,147178.85,0.0,0.0,0.0,0.0,0.0,0.0,147178.85,0.0,147178.85,0.0,0.0,0.0,-161980.05,-161980.05,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-30
justice reinvestment initiative,16.827,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0404,"State and Local Law Enforcement Assistance, Office of Justice Programs, Justice",11,COMMUNITY TRUST INITIATIVE: JUSTICE REINVESTMENT INITIATIVE,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,5758482.0,76533633.15,90122439.47,76533633.15,90122439.47,0.0,0.0,0.0,0.0,4168345.16,0.0,23515633.48,0.0,0.0,0.0,0.0,0.0,0.0,23515633.48,0.0,23515633.48,0.0,0.0,0.0,-2793262.86,-2793262.86,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-30
