fpi_program_name,fpi_al_number,submission_period,agency_identifier_name,budget_function,budget_subfunction,federal_account_symbol,federal_account_name,program_activity_code,program_activity_name,object_class_code,object_class_name,direct_or_reimbursable_funding_source,disaster_emergency_fund_code,disaster_emergency_fund_name,obligations_incurred,obligations_undelivered_orders_unpaid_total,obligations_undelivered_orders_unpaid_total_FYB,USSGL480100_undelivered_orders_obligations_unpaid,USSGL480100_undelivered_orders_obligations_unpaid_FYB,USSGL488100_upward_adj_prior_year_undeliv_orders_oblig_unpaid,obligations_delivered_orders_unpaid_total,obligations_delivered_orders_unpaid_total_FYB,USSGL490100_delivered_orders_obligations_unpaid,USSGL490100_delivered_orders_obligations_unpaid_FYB,USSGL498100_upward_adj_of_prior_year_deliv_orders_oblig_unpaid,gross_outlay_amount_FYB_to_period_end,gross_outlay_amount_FYB,gross_outlays_undelivered_orders_prepaid_total,gross_outlays_undelivered_orders_prepaid_total_FYB,USSGL480200_undelivered_orders_obligations_prepaid_advanced,USSGL480200_undelivered_orders_obligations_prepaid_advanced_FYB,USSGL488200_upward_adj_prior_year_undeliv_orders_oblig_prepaid,gross_outlays_delivered_orders_paid_total,gross_outlays_delivered_orders_paid_total_FYB,USSGL490200_delivered_orders_obligations_paid,USSGL490800_authority_outlayed_not_yet_disbursed,USSGL490800_authority_outlayed_not_yet_disbursed_FYB,USSGL498200_upward_adj_of_prior_year_deliv_orders_oblig_paid,deobligations_or_recoveries_or_refunds_from_prior_year,USSGL487100_downward_adj_prior_year_unpaid_undeliv_orders_oblig,USSGL497100_downward_adj_prior_year_unpaid_deliv_orders_oblig,USSGL487200_downward_adj_prior_year_prepaid_undeliv_order_oblig,USSGL497200_downward_adj_of_prior_year_paid_deliv_orders_oblig,USSGL483100_undelivered_orders_obligations_transferred_unpaid,USSGL493100_delivered_orders_obligations_transferred_unpaid,USSGL483200_undeliv_orders_oblig_transferred_prepaid_advanced,last_modified_date
champva,64.039,FY2025P08,Department of Veterans Affairs,Veterans Benefits and Services,Hospital and medical care for veterans,036-0160,"Medical Services, Veterans Health Administration, Veterans Affairs",5,CHAMPVA (EXCLUDING CAREGIVERS),11.3,Other than full-time permanent,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,40191.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40191.51,0.0,0.0,0.0,0.0,0.0,0.0,40191.51,0.0,40191.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
champva,64.039,FY2025P08,Department of Veterans Affairs,Veterans Benefits and Services,Hospital and medical care for veterans,036-0160,"Medical Services, Veterans Health Administration, Veterans Affairs",5,CHAMPVA (EXCLUDING CAREGIVERS),11.5,Other personnel compensation,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,70130.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70130.6,0.0,0.0,0.0,0.0,0.0,0.0,70130.6,0.0,70130.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
champva,64.039,FY2025P08,Department of Veterans Affairs,Veterans Benefits and Services,Hospital and medical care for veterans,036-0160,"Medical Services, Veterans Health Administration, Veterans Affairs",5,CHAMPVA (EXCLUDING CAREGIVERS),12.1,Civilian personnel benefits,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,477824.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477824.86,0.0,0.0,0.0,0.0,0.0,0.0,477824.86,0.0,477824.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
champva,64.039,FY2025P08,Department of Veterans Affairs,Veterans Benefits and Services,Hospital and medical care for veterans,036-0160,"Medical Services, Veterans Health Administration, Veterans Affairs",5,CHAMPVA (EXCLUDING CAREGIVERS),21.0,Travel and transportation of persons,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,2838.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2838.6,0.0,0.0,0.0,0.0,0.0,0.0,2838.6,0.0,2838.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
champva,64.039,FY2025P08,Department of Veterans Affairs,Veterans Benefits and Services,Hospital and medical care for veterans,036-0160,"Medical Services, Veterans Health Administration, Veterans Affairs",5,CHAMPVA (EXCLUDING CAREGIVERS),26.0,Supplies and materials,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,483878258.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483878258.75,0.0,0.0,0.0,0.0,0.0,0.0,483878258.75,0.0,483878258.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
national cemeteries,64.201,FY2024P12,Department of Veterans Affairs,Veterans Benefits and Services,Hospital and medical care for veterans,036-0110,"Construction, Major Projects, Departmental Administration, Veterans Affairs",2,NATIONAL CEMETERIES,0.0,Unknown,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,982311.58,982311.58,982311.58,982311.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-01
national cemeteries,64.201,FY2024P12,Department of Veterans Affairs,Veterans Benefits and Services,Hospital and medical care for veterans,036-0110,"Construction, Major Projects, Departmental Administration, Veterans Affairs",2,NATIONAL CEMETERIES,23.3,"Communications, utilities, and miscellaneous charges",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,4097.55,0.0,0.0,0.0,0.0,0.0,-50.0,-50.0,-50.0,-50.0,0.0,4097.55,0.0,0.0,0.0,0.0,0.0,0.0,4097.55,0.0,4097.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-01
national cemeteries,64.201,FY2024P12,Department of Veterans Affairs,Veterans Benefits and Services,Hospital and medical care for veterans,036-0110,"Construction, Major Projects, Departmental Administration, Veterans Affairs",2,NATIONAL CEMETERIES,24.0,Printing and reproduction,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,0.0,0.0,0.0,0.0,0.0,-200.0,-200.0,-200.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-01
national cemeteries,64.201,FY2024P12,Department of Veterans Affairs,Veterans Benefits and Services,Hospital and medical care for veterans,036-0110,"Construction, Major Projects, Departmental Administration, Veterans Affairs",2,NATIONAL CEMETERIES,25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,1066344.05,2063918.6,2541629.07,2063918.6,2541629.07,0.0,0.0,0.0,0.0,0.0,0.0,1544054.52,0.0,0.0,0.0,0.0,0.0,0.0,1544054.52,0.0,1544054.52,0.0,0.0,0.0,-35208.51,0.0,0.0,0.0,-35208.51,0.0,0.0,0.0,2025-04-01
national cemeteries,64.201,FY2024P12,Department of Veterans Affairs,Veterans Benefits and Services,Hospital and medical care for veterans,036-0110,"Construction, Major Projects, Departmental Administration, Veterans Affairs",2,NATIONAL CEMETERIES,32.0,Land and structures,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,154588235.81,214508017.23,149015775.84,212131918.45,149015775.84,2376098.78,9807805.18,9807805.18,9802310.42,29375939.6,5494.76,108664128.86,0.0,0.0,0.0,0.0,0.0,0.0,108664128.86,0.0,108664128.86,0.0,0.0,0.0,-3306752.76,-3067470.26,0.0,0.0,-239282.5,0.0,0.0,0.0,2025-04-01
national cemeteries,64.201,FY2024P12,Department of Veterans Affairs,Veterans Benefits and Services,Hospital and medical care for veterans,036-0111,"Construction, Minor Projects, Departmental Administration, Veterans Affairs",2,NATIONAL CEMETERIES,0.0,Unknown,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,0.0,0.0,0.0,0.0,0.0,482890.08,482890.08,482890.08,482890.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-01
national cemeteries,64.201,FY2024P12,Department of Veterans Affairs,Veterans Benefits and Services,Hospital and medical care for veterans,036-0111,"Construction, Minor Projects, Departmental Administration, Veterans Affairs",2,NATIONAL CEMETERIES,22.0,Transportation of things,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,-100.0,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-01
national cemeteries,64.201,FY2024P12,Department of Veterans Affairs,Veterans Benefits and Services,Hospital and medical care for veterans,036-0111,"Construction, Minor Projects, Departmental Administration, Veterans Affairs",2,NATIONAL CEMETERIES,25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,0.0,0.0,0.0,0.0,0.0,3365.03,3365.03,3365.03,3365.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-01
national cemeteries,64.201,FY2024P12,Department of Veterans Affairs,Veterans Benefits and Services,Hospital and medical care for veterans,036-0111,"Construction, Minor Projects, Departmental Administration, Veterans Affairs",2,NATIONAL CEMETERIES,25.2,Other services from non-Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,4646.0,28516.87,65205.32,28516.87,65205.32,0.0,-195376.73,-195376.73,-195376.73,-195376.73,0.0,41334.45,0.0,0.0,0.0,0.0,0.0,0.0,41334.45,0.0,41334.45,0.0,0.0,0.0,-28516.87,-28516.87,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-01
national cemeteries,64.201,FY2024P12,Department of Veterans Affairs,Veterans Benefits and Services,Hospital and medical care for veterans,036-0111,"Construction, Minor Projects, Departmental Administration, Veterans Affairs",2,NATIONAL CEMETERIES,25.4,Operation and maintenance of facilities,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,0.0,0.0,0.0,0.0,0.0,-8185.0,-8185.0,-8185.0,-8185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-01
national cemeteries,64.201,FY2024P12,Department of Veterans Affairs,Veterans Benefits and Services,Hospital and medical care for veterans,036-0111,"Construction, Minor Projects, Departmental Administration, Veterans Affairs",2,NATIONAL CEMETERIES,26.0,Supplies and materials,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,0.0,0.0,0.0,0.0,0.0,-1769.0,-1769.0,-1769.0,-1769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-01
national cemeteries,64.201,FY2024P12,Department of Veterans Affairs,Veterans Benefits and Services,Hospital and medical care for veterans,036-0111,"Construction, Minor Projects, Departmental Administration, Veterans Affairs",2,NATIONAL CEMETERIES,31.0,Equipment,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,220200.0,482512.74,262312.74,482512.74,262312.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262312.74,-262312.74,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-01
national cemeteries,64.201,FY2024P12,Department of Veterans Affairs,Veterans Benefits and Services,Hospital and medical care for veterans,036-0111,"Construction, Minor Projects, Departmental Administration, Veterans Affairs",2,NATIONAL CEMETERIES,32.0,Land and structures,D,C,Bipartisan Budget Act of 2018,0.0,3910.5,3910.5,3910.5,3910.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-01
national cemeteries,64.201,FY2024P12,Department of Veterans Affairs,Veterans Benefits and Services,Hospital and medical care for veterans,036-0111,"Construction, Minor Projects, Departmental Administration, Veterans Affairs",2,NATIONAL CEMETERIES,32.0,Land and structures,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,107361978.07,177818698.2,177404478.74,175331485.7,177404478.74,2487212.5,910115.11,910115.11,910115.11,3231130.26,0.0,109268773.76,0.0,0.0,0.0,0.0,0.0,0.0,109268773.76,0.0,109268773.76,0.0,0.0,0.0,-8498097.59,-8498097.59,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-01
champva,64.039,FY2024P12,Department of Veterans Affairs,Veterans Benefits and Services,Hospital and medical care for veterans,036-0140,"Medical Community Care, Veterans Health Administration, Veterans Affairs",7,CHAMPVA & OTHER DEPENDENT PROGRAMS,25.6,Medical care,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,1973986657.91,1487931.58,0.0,1449342.75,0.0,38588.83,-5595029.83,-5595029.83,-6027486.1,0.0,432456.27,1978093756.16,0.0,0.0,0.0,0.0,0.0,0.0,1978093756.16,0.0,1978093756.16,0.0,0.0,0.0,12549585.39,-1493626.26,0.0,0.0,14043211.65,0.0,0.0,0.0,2025-04-01
champva,64.039,FY2024P12,Department of Veterans Affairs,Veterans Benefits and Services,Hospital and medical care for veterans,036-0160,"Medical Services, Veterans Health Administration, Veterans Affairs",5,CHAMPVA (EXCLUDING CAREGIVERS),11.1,Full-time permanent,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,24156248.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24156248.3,0.0,0.0,0.0,0.0,0.0,0.0,24156248.3,0.0,24159235.94,0.0,0.0,-2987.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-01
champva,64.039,FY2024P12,Department of Veterans Affairs,Veterans Benefits and Services,Hospital and medical care for veterans,036-0160,"Medical Services, Veterans Health Administration, Veterans Affairs",5,CHAMPVA (EXCLUDING CAREGIVERS),11.3,Other than full-time permanent,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,164131.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164131.6,0.0,0.0,0.0,0.0,0.0,0.0,164131.6,0.0,164131.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-01
