fpi_program_name,fpi_al_number,submission_period,agency_identifier_name,budget_function,budget_subfunction,federal_account_symbol,federal_account_name,program_activity_code,program_activity_name,object_class_code,object_class_name,direct_or_reimbursable_funding_source,disaster_emergency_fund_code,disaster_emergency_fund_name,obligations_incurred,obligations_undelivered_orders_unpaid_total,obligations_undelivered_orders_unpaid_total_FYB,USSGL480100_undelivered_orders_obligations_unpaid,USSGL480100_undelivered_orders_obligations_unpaid_FYB,USSGL488100_upward_adj_prior_year_undeliv_orders_oblig_unpaid,obligations_delivered_orders_unpaid_total,obligations_delivered_orders_unpaid_total_FYB,USSGL490100_delivered_orders_obligations_unpaid,USSGL490100_delivered_orders_obligations_unpaid_FYB,USSGL498100_upward_adj_of_prior_year_deliv_orders_oblig_unpaid,gross_outlay_amount_FYB_to_period_end,gross_outlay_amount_FYB,gross_outlays_undelivered_orders_prepaid_total,gross_outlays_undelivered_orders_prepaid_total_FYB,USSGL480200_undelivered_orders_obligations_prepaid_advanced,USSGL480200_undelivered_orders_obligations_prepaid_advanced_FYB,USSGL488200_upward_adj_prior_year_undeliv_orders_oblig_prepaid,gross_outlays_delivered_orders_paid_total,gross_outlays_delivered_orders_paid_total_FYB,USSGL490200_delivered_orders_obligations_paid,USSGL490800_authority_outlayed_not_yet_disbursed,USSGL490800_authority_outlayed_not_yet_disbursed_FYB,USSGL498200_upward_adj_of_prior_year_deliv_orders_oblig_paid,deobligations_or_recoveries_or_refunds_from_prior_year,USSGL487100_downward_adj_prior_year_unpaid_undeliv_orders_oblig,USSGL497100_downward_adj_prior_year_unpaid_deliv_orders_oblig,USSGL487200_downward_adj_prior_year_prepaid_undeliv_order_oblig,USSGL497200_downward_adj_of_prior_year_paid_deliv_orders_oblig,USSGL483100_undelivered_orders_obligations_transferred_unpaid,USSGL493100_delivered_orders_obligations_transferred_unpaid,USSGL483200_undeliv_orders_oblig_transferred_prepaid_advanced,last_modified_date
all stations accessibility program,20.533,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-1145,"All Stations Accessibility Program, Federal Transit Administration, Transportation",1,ALL STATIONS ACCESSIBILITY PROGRAM,25.3,Other goods and services from Federal sources,D,Z,Infrastructure Investment and Jobs Act,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4247786.38,2815672.55,2815672.55,2815672.55,4247786.38,0.0,1432113.83,0.0,1432113.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
all stations accessibility program,20.533,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-1145,"All Stations Accessibility Program, Federal Transit Administration, Transportation",1,ALL STATIONS ACCESSIBILITY PROGRAM,41.0,"Grants, subsidies, and contributions",D,Z,Infrastructure Investment and Jobs Act,72754830.0,445308783.0,379138327.0,445308783.0,379138327.0,0.0,1260371.0,1260371.0,1260371.0,1534168.0,0.0,6858171.0,0.0,0.0,0.0,0.0,0.0,0.0,6858171.0,0.0,6858171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
tanker security program,20.825,FY2025P08,Department of Transportation,National Defense,Defense-related activities,069-1718,"Tanker Security Program, Maritime Administration, Transportation",1,TANKER SECURITY PROGRAM,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,36983987.0,14619393.92,12796697.24,14619393.92,12796697.24,0.0,0.0,0.0,0.0,0.0,0.0,35161290.32,0.0,0.0,0.0,0.0,0.0,0.0,35161290.32,0.0,35161290.32,0.0,0.0,0.0,-8296697.24,-8296697.24,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
transportation demonstration program,20.936,FY2025P08,Department of Transportation,Transportation,Transportation,069-1731,"Transportation Demonstration Program, Office of the Secretary, Transportation",1,TRANSPORTATION DEMONSTRATION PROGRAM,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,38000000.0,76573037.37,41700092.25,76573037.37,41700092.25,0.0,0.0,0.0,0.0,3392587.32,0.0,6519642.2,0.0,0.0,0.0,0.0,0.0,0.0,6519642.2,0.0,6519642.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
safe streets and roads for all,20.939,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-1735,"Safe Streets and Roads for All, Office of the Secretary, Transportation",1,SAFE STREETS AND ROADS FOR ALL GRANTS,41.0,"Grants, subsidies, and contributions",D,Z,Infrastructure Investment and Jobs Act,88742812.8,375845176.1,354704452.75,372471676.1,354704452.75,3373500.0,180048.93,180048.93,180048.93,1657495.45,0.0,69079535.97,0.0,0.0,0.0,0.0,0.0,0.0,69079535.97,0.0,69079535.97,0.0,0.0,0.0,-806350.43,-806350.43,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
motor carrier safety assistance,20.218,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-2817,"Motor Carrier Safety Grants, Federal Motor Carrier Safety Administration, Transportation",1,MOTOR CARRIER SAFETY ASSISTANCE PROGRAM,25.3,Other goods and services from Federal sources,D,Z,Infrastructure Investment and Jobs Act,6590.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6590.31,651513.57,276209.08,276209.08,269618.77,651513.57,6590.31,381894.8,0.0,381894.8,0.0,0.0,0.0,-6590.31,0.0,0.0,0.0,-6590.31,0.0,0.0,0.0,2025-07-01
motor carrier safety assistance,20.218,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-2817,"Motor Carrier Safety Grants, Federal Motor Carrier Safety Administration, Transportation",1,MOTOR CARRIER SAFETY ASSISTANCE PROGRAM,41.0,"Grants, subsidies, and contributions",D,Z,Infrastructure Investment and Jobs Act,65684997.0,148248313.5,126414426.15,148248313.5,126414426.15,0.0,428667.25,428667.25,428667.25,6619657.9,0.0,50042100.3,0.0,0.0,0.0,0.0,0.0,0.0,50042100.3,0.0,50042100.3,0.0,0.0,0.0,-197245.46,-197245.46,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
national driver register,20.606,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8016,"Operation and Research, Liquidation of Contract Authorization, Limitation on Obligations, Highway Trust Fund, Transportation",2,NATIONAL DRIVER REGISTER,11.1,Full-time permanent,D,1,Infrastructure Investment and Jobs Act,930417.94,0.0,0.0,0.0,0.0,0.0,49494.41,49494.41,49494.41,86782.72,0.0,967706.25,0.0,0.0,0.0,0.0,0.0,0.0,967706.25,0.0,967706.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
national driver register,20.606,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8016,"Operation and Research, Liquidation of Contract Authorization, Limitation on Obligations, Highway Trust Fund, Transportation",2,NATIONAL DRIVER REGISTER,11.5,Other personnel compensation,D,1,Infrastructure Investment and Jobs Act,2493.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.92,0.0,2787.24,0.0,0.0,0.0,0.0,0.0,0.0,2787.24,0.0,2787.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
national driver register,20.606,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8016,"Operation and Research, Liquidation of Contract Authorization, Limitation on Obligations, Highway Trust Fund, Transportation",2,NATIONAL DRIVER REGISTER,12.1,Civilian personnel benefits,D,1,Infrastructure Investment and Jobs Act,320362.45,4242.98,4242.98,4242.98,4242.98,0.0,18377.68,18377.68,18377.68,30027.8,0.0,332012.57,0.0,0.0,0.0,0.0,0.0,0.0,332012.57,0.0,332012.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
national driver register,20.606,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8016,"Operation and Research, Liquidation of Contract Authorization, Limitation on Obligations, Highway Trust Fund, Transportation",2,NATIONAL DRIVER REGISTER,21.0,Travel and transportation of persons,D,1,Infrastructure Investment and Jobs Act,4947.89,180.18,15653.22,180.18,15653.22,0.0,0.0,0.0,0.0,0.0,0.0,20420.93,0.0,0.0,0.0,0.0,0.0,0.0,20420.93,0.0,20420.93,0.0,0.0,0.0,-180.18,-180.18,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
national driver register,20.606,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8016,"Operation and Research, Liquidation of Contract Authorization, Limitation on Obligations, Highway Trust Fund, Transportation",2,NATIONAL DRIVER REGISTER,22.0,Transportation of things,D,1,Infrastructure Investment and Jobs Act,189.0,189.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
national driver register,20.606,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8016,"Operation and Research, Liquidation of Contract Authorization, Limitation on Obligations, Highway Trust Fund, Transportation",2,NATIONAL DRIVER REGISTER,23.1,Rental payments to GSA,D,1,Infrastructure Investment and Jobs Act,0.0,10279.14,10279.14,10279.14,10279.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
national driver register,20.606,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8016,"Operation and Research, Liquidation of Contract Authorization, Limitation on Obligations, Highway Trust Fund, Transportation",2,NATIONAL DRIVER REGISTER,23.3,"Communications, utilities, and miscellaneous charges",D,1,Infrastructure Investment and Jobs Act,0.0,15360.12,15360.12,15360.12,15360.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
national driver register,20.606,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8016,"Operation and Research, Liquidation of Contract Authorization, Limitation on Obligations, Highway Trust Fund, Transportation",2,NATIONAL DRIVER REGISTER,23.3,"Communications, utilities, and miscellaneous charges",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
national driver register,20.606,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8016,"Operation and Research, Liquidation of Contract Authorization, Limitation on Obligations, Highway Trust Fund, Transportation",2,NATIONAL DRIVER REGISTER,25.1,Advisory and assistance services,D,1,Infrastructure Investment and Jobs Act,559433.0,1283344.83,1927616.37,1283344.83,1927616.37,0.0,0.0,0.0,0.0,137818.63,0.0,1341523.17,0.0,0.0,0.0,0.0,0.0,0.0,1341523.17,0.0,1341523.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
national driver register,20.606,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8016,"Operation and Research, Liquidation of Contract Authorization, Limitation on Obligations, Highway Trust Fund, Transportation",2,NATIONAL DRIVER REGISTER,25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,384496.36,496931.44,384496.36,496931.44,0.0,0.0,0.0,0.0,0.0,0.0,112435.08,0.0,0.0,0.0,0.0,0.0,0.0,112435.08,0.0,112435.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
national driver register,20.606,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8016,"Operation and Research, Liquidation of Contract Authorization, Limitation on Obligations, Highway Trust Fund, Transportation",2,NATIONAL DRIVER REGISTER,25.2,Other services from non-Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,39332.04,39332.04,39332.04,39332.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10000.0,-10000.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
national driver register,20.606,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8016,"Operation and Research, Liquidation of Contract Authorization, Limitation on Obligations, Highway Trust Fund, Transportation",2,NATIONAL DRIVER REGISTER,25.3,Other goods and services from Federal sources,D,1,Infrastructure Investment and Jobs Act,299419.69,49553.42,49553.42,49553.42,49553.42,0.0,0.0,0.0,0.0,0.0,0.0,299419.69,0.0,149138.75,149138.75,149138.75,0.0,0.0,150280.94,0.0,150280.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
national driver register,20.606,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8016,"Operation and Research, Liquidation of Contract Authorization, Limitation on Obligations, Highway Trust Fund, Transportation",2,NATIONAL DRIVER REGISTER,25.3,Other goods and services from Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,3327.52,3327.52,3327.52,3327.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.55,731.55,731.55,731.55,729.55,0.0,-2.0,0.0,-2.0,0.0,0.0,0.0,-1327.52,-1327.52,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
national driver register,20.606,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8016,"Operation and Research, Liquidation of Contract Authorization, Limitation on Obligations, Highway Trust Fund, Transportation",2,NATIONAL DRIVER REGISTER,25.7,Operation and maintenance of equipment,D,1,Infrastructure Investment and Jobs Act,0.0,0.0,345000.0,0.0,345000.0,0.0,0.0,0.0,0.0,115000.0,0.0,460000.0,0.0,0.0,0.0,0.0,0.0,0.0,460000.0,0.0,460000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
national driver register,20.606,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8016,"Operation and Research, Liquidation of Contract Authorization, Limitation on Obligations, Highway Trust Fund, Transportation",2,NATIONAL DRIVER REGISTER,41.0,"Grants, subsidies, and contributions",D,1,Infrastructure Investment and Jobs Act,0.0,672741.14,872985.32,672741.14,872985.32,0.0,0.0,0.0,0.0,0.0,0.0,200244.18,0.0,0.0,0.0,0.0,0.0,0.0,200244.18,0.0,200244.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
national driver register,20.606,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8016,"Operation and Research, Liquidation of Contract Authorization, Limitation on Obligations, Highway Trust Fund, Transportation",2,NATIONAL DRIVER REGISTER,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,16074.09,16074.09,16074.09,16074.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
national priority safety programs,20.616,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8020,"Highway Traffic Safety Grants, Liquidation of Contract Authorization, Trust Fund, National Highway Traffic Safety Administration, Transportation",3,SEC. 405 - NATIONAL PRIORITY SAFETY PROGRAMS,25.1,Advisory and assistance services,D,1,Infrastructure Investment and Jobs Act,5000000.0,5909225.78,1391266.32,5909225.78,1391266.32,0.0,0.0,0.0,0.0,20786.42,0.0,502826.96,0.0,0.0,0.0,0.0,0.0,0.0,502826.96,0.0,502826.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
national priority safety programs,20.616,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8020,"Highway Traffic Safety Grants, Liquidation of Contract Authorization, Trust Fund, National Highway Traffic Safety Administration, Transportation",3,SEC. 405 - NATIONAL PRIORITY SAFETY PROGRAMS,25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,83064.0,83064.0,83064.0,83064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
national priority safety programs,20.616,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8020,"Highway Traffic Safety Grants, Liquidation of Contract Authorization, Trust Fund, National Highway Traffic Safety Administration, Transportation",3,SEC. 405 - NATIONAL PRIORITY SAFETY PROGRAMS,41.0,"Grants, subsidies, and contributions",D,1,Infrastructure Investment and Jobs Act,353431823.45,721276092.89,553456201.06,721276092.89,553456201.06,0.0,1599872.31,1599872.31,1599872.31,21087990.36,0.0,205100049.67,0.0,0.0,0.0,0.0,0.0,0.0,205100049.67,0.0,205100049.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
national priority safety programs,20.616,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8020,"Highway Traffic Safety Grants, Liquidation of Contract Authorization, Trust Fund, National Highway Traffic Safety Administration, Transportation",3,SEC. 405 - NATIONAL PRIORITY SAFETY PROGRAMS,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,10962568.0,21249913.88,10962568.0,21249913.88,0.0,0.0,0.0,0.0,4877523.15,0.0,15164869.03,0.0,0.0,0.0,0.0,0.0,0.0,15164869.03,0.0,15164869.03,0.0,0.0,0.0,-5313418.76,-5313418.76,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
nationally significant freight and highway projects,20.934,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8083,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",20,NATIONALLY SIGNIFICANT FREIGHT AND HIGHWAY PROJECTS,41.0,"Grants, subsidies, and contributions",D,1,Infrastructure Investment and Jobs Act,277524909.0,502193750.64,243598845.45,502193750.64,243598845.45,0.0,93375.54,93375.54,93375.54,0.0,0.0,18836628.27,0.0,0.0,0.0,0.0,0.0,0.0,18836628.27,0.0,18836628.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
nationally significant freight and highway projects,20.934,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8083,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",20,NATIONALLY SIGNIFICANT FREIGHT AND HIGHWAY PROJECTS,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,-1126507.83,896618794.83,1351049831.64,896618794.83,1351049831.64,0.0,0.0,0.0,0.0,0.0,0.0,453304528.98,0.0,0.0,0.0,0.0,0.0,0.0,453304528.98,0.0,453304528.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
