fpi_program_name,fpi_al_number,submission_period,agency_identifier_name,budget_function,budget_subfunction,federal_account_symbol,federal_account_name,program_activity_code,program_activity_name,object_class_code,object_class_name,direct_or_reimbursable_funding_source,disaster_emergency_fund_code,disaster_emergency_fund_name,obligations_incurred,obligations_undelivered_orders_unpaid_total,obligations_undelivered_orders_unpaid_total_FYB,USSGL480100_undelivered_orders_obligations_unpaid,USSGL480100_undelivered_orders_obligations_unpaid_FYB,USSGL488100_upward_adj_prior_year_undeliv_orders_oblig_unpaid,obligations_delivered_orders_unpaid_total,obligations_delivered_orders_unpaid_total_FYB,USSGL490100_delivered_orders_obligations_unpaid,USSGL490100_delivered_orders_obligations_unpaid_FYB,USSGL498100_upward_adj_of_prior_year_deliv_orders_oblig_unpaid,gross_outlay_amount_FYB_to_period_end,gross_outlay_amount_FYB,gross_outlays_undelivered_orders_prepaid_total,gross_outlays_undelivered_orders_prepaid_total_FYB,USSGL480200_undelivered_orders_obligations_prepaid_advanced,USSGL480200_undelivered_orders_obligations_prepaid_advanced_FYB,USSGL488200_upward_adj_prior_year_undeliv_orders_oblig_prepaid,gross_outlays_delivered_orders_paid_total,gross_outlays_delivered_orders_paid_total_FYB,USSGL490200_delivered_orders_obligations_paid,USSGL490800_authority_outlayed_not_yet_disbursed,USSGL490800_authority_outlayed_not_yet_disbursed_FYB,USSGL498200_upward_adj_of_prior_year_deliv_orders_oblig_paid,deobligations_or_recoveries_or_refunds_from_prior_year,USSGL487100_downward_adj_prior_year_unpaid_undeliv_orders_oblig,USSGL497100_downward_adj_prior_year_unpaid_deliv_orders_oblig,USSGL487200_downward_adj_prior_year_prepaid_undeliv_order_oblig,USSGL497200_downward_adj_of_prior_year_paid_deliv_orders_oblig,USSGL483100_undelivered_orders_obligations_transferred_unpaid,USSGL493100_delivered_orders_obligations_transferred_unpaid,USSGL483200_undeliv_orders_oblig_transferred_prepaid_advanced,last_modified_date
women's bureau,17.700,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0165,"Salaries and Expenses, Departmental Management, Labor",7,WOMEN'S BUREAU,21.0,Travel and transportation of persons,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,242576.51,22846.97,14646.96,22683.8,14646.96,163.17,18049.15,18049.15,18022.19,2799.43,26.96,219126.78,0.0,0.0,0.0,0.0,0.0,0.0,219126.78,0.0,219094.9,0.0,0.0,31.88,-3186.7,-3186.7,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
women's bureau,17.700,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0165,"Salaries and Expenses, Departmental Management, Labor",7,WOMEN'S BUREAU,23.1,Rental payments to GSA,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,460510.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460510.46,0.0,0.0,0.0,0.0,0.0,0.0,460510.46,0.0,460510.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
women's bureau,17.700,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0165,"Salaries and Expenses, Departmental Management, Labor",7,WOMEN'S BUREAU,23.3,"Communications, utilities, and miscellaneous charges",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,1592.92,6627.76,6118.97,6627.76,6118.97,0.0,5.53,5.53,5.53,514.1,0.0,1592.7,0.0,0.0,0.0,0.0,0.0,0.0,1592.7,0.0,1584.59,0.0,0.0,8.11,-6627.76,-6627.76,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
women's bureau,17.700,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0165,"Salaries and Expenses, Departmental Management, Labor",7,WOMEN'S BUREAU,24.0,Printing and reproduction,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,3936.86,3936.86,3936.86,3936.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3936.86,-3936.86,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
women's bureau,17.700,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0165,"Salaries and Expenses, Departmental Management, Labor",7,WOMEN'S BUREAU,25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,100000.0,933936.23,1239882.9,933936.23,1239882.9,0.0,80682.7,80682.7,80682.7,107815.9,0.0,433079.87,0.0,0.0,0.0,0.0,0.0,0.0,433079.87,0.0,433079.87,0.0,0.0,0.0,-6085.15,-6085.15,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
women's bureau,17.700,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0165,"Salaries and Expenses, Departmental Management, Labor",7,WOMEN'S BUREAU,25.2,Other services from non-Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,31632.6,2600.48,8055.48,2600.48,8055.48,0.0,0.0,0.0,0.0,0.0,0.0,37087.6,0.0,0.0,0.0,0.0,0.0,0.0,37087.6,0.0,37087.6,0.0,0.0,0.0,-495.0,-495.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
women's bureau,17.700,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0165,"Salaries and Expenses, Departmental Management, Labor",7,WOMEN'S BUREAU,25.3,Other goods and services from Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,4065737.9,14590.76,6832.74,14590.76,6832.74,0.0,0.0,0.0,0.0,4296.59,0.0,4062276.47,2645432.77,2676282.39,2676282.39,2676282.39,2645432.77,0.0,4031426.85,0.0,4031426.85,0.0,0.0,0.0,-2557.18,-2557.18,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
women's bureau,17.700,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0165,"Salaries and Expenses, Departmental Management, Labor",7,WOMEN'S BUREAU,25.7,Operation and maintenance of equipment,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,1130.84,1130.84,1130.84,1130.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1130.84,-1130.84,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
women's bureau,17.700,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0165,"Salaries and Expenses, Departmental Management, Labor",7,WOMEN'S BUREAU,26.0,Supplies and materials,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,40290.0,23464.52,3327.06,23464.52,3327.06,0.0,1325.5,1325.5,1325.5,5425.14,0.0,24252.18,0.0,0.0,0.0,0.0,0.0,0.0,24252.18,0.0,23988.43,0.0,0.0,263.75,-3327.06,-3327.06,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
women's bureau,17.700,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0165,"Salaries and Expenses, Departmental Management, Labor",7,WOMEN'S BUREAU,31.0,Equipment,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,9750.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9750.05,0.0,0.0,0.0,0.0,0.0,0.0,9750.05,0.0,9750.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
women's bureau,17.700,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0165,"Salaries and Expenses, Departmental Management, Labor",7,WOMEN'S BUREAU,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,8649800.0,13424006.08,10480981.16,13424006.08,10480981.16,0.0,1716278.87,1716278.87,1716278.87,2186063.9,0.0,6176560.11,0.0,16885.48,16885.48,16885.48,0.0,0.0,6159674.63,0.0,6159674.63,0.0,0.0,0.0,-285511.89,-285511.89,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
unemployment insurance,17.225,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0165,"Salaries and Expenses, Departmental Management, Labor",212,ARPA UNEMPLOYMENT INSURANCE,11.1,Full-time permanent,D,V,American Rescue Plan Act of 2021,333364.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84164.4,0.0,417528.8,0.0,0.0,0.0,0.0,0.0,0.0,417528.8,0.0,415854.46,0.0,0.0,1674.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
unemployment insurance,17.225,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0165,"Salaries and Expenses, Departmental Management, Labor",212,ARPA UNEMPLOYMENT INSURANCE,11.5,Other personnel compensation,D,V,American Rescue Plan Act of 2021,15402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15402.0,0.0,0.0,0.0,0.0,0.0,0.0,15402.0,0.0,15402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
unemployment insurance,17.225,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0165,"Salaries and Expenses, Departmental Management, Labor",212,ARPA UNEMPLOYMENT INSURANCE,12.1,Civilian personnel benefits,D,V,American Rescue Plan Act of 2021,119282.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30582.66,0.0,149865.52,0.0,0.0,0.0,0.0,0.0,0.0,149865.52,0.0,149280.57,0.0,0.0,584.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
unemployment insurance,17.225,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0165,"Salaries and Expenses, Departmental Management, Labor",212,ARPA UNEMPLOYMENT INSURANCE,25.3,Other goods and services from Federal sources,D,V,American Rescue Plan Act of 2021,4705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4705.0,167209.68,4705.0,4705.0,4705.0,167209.68,0.0,167209.68,0.0,167209.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
labor force statistics,17.002,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",1,LABOR FORCE STATISTICS,11.1,Full-time permanent,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,66826009.17,27698.0,27698.0,27698.0,27698.0,0.0,1638017.62,1638017.62,1638017.62,3702824.68,0.0,68890816.23,0.0,0.0,0.0,0.0,0.0,0.0,68890816.23,0.0,68826810.04,0.0,0.0,64006.19,-56760.52,-27698.0,-24721.72,0.0,-4340.8,0.0,0.0,0.0,2024-11-15
labor force statistics,17.002,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",1,LABOR FORCE STATISTICS,11.3,Other than full-time permanent,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,496606.8,0.0,0.0,0.0,0.0,0.0,21085.37,21085.37,21085.37,35560.01,0.0,511081.44,0.0,0.0,0.0,0.0,0.0,0.0,511081.44,0.0,509866.59,0.0,0.0,1214.85,-8843.53,0.0,-8843.53,0.0,0.0,0.0,0.0,0.0,2024-11-15
labor force statistics,17.002,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",1,LABOR FORCE STATISTICS,11.5,Other personnel compensation,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,2064435.56,0.0,0.0,0.0,0.0,0.0,74823.78,74823.78,74823.78,63587.39,0.0,2053199.17,0.0,0.0,0.0,0.0,0.0,0.0,2053199.17,0.0,2029624.81,0.0,0.0,23574.36,-57946.03,0.0,-57946.03,0.0,0.0,0.0,0.0,0.0,2024-11-15
labor force statistics,17.002,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",1,LABOR FORCE STATISTICS,12.1,Civilian personnel benefits,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,25032183.35,241954.92,241954.92,234006.67,241954.92,7948.25,611318.68,611318.68,611318.68,1392768.39,0.0,25813633.06,0.0,6739.49,6739.49,6739.49,0.0,0.0,25806893.57,0.0,25789887.98,0.0,0.0,17005.59,-257136.61,-241954.92,-11109.65,0.0,-4072.04,0.0,0.0,0.0,2024-11-15
labor force statistics,17.002,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",1,LABOR FORCE STATISTICS,13.0,Benefits for former personnel,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,29636.3,0.0,0.0,0.0,0.0,0.0,5385.77,5385.77,5385.77,1460.68,0.0,25711.21,0.0,0.0,0.0,0.0,0.0,0.0,25711.21,0.0,16831.21,0.0,0.0,8880.0,-1460.68,0.0,-1460.68,0.0,0.0,0.0,0.0,0.0,2024-11-15
labor force statistics,17.002,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",1,LABOR FORCE STATISTICS,21.0,Travel and transportation of persons,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,517792.76,20249.62,15460.44,19946.21,15460.44,303.41,25607.24,25607.24,25537.6,41342.66,69.64,528739.0,0.0,0.0,0.0,0.0,0.0,0.0,528739.0,0.0,528568.66,0.0,0.0,170.34,-6724.32,-6028.6,0.0,0.0,-695.72,0.0,0.0,0.0,2024-11-15
labor force statistics,17.002,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",1,LABOR FORCE STATISTICS,23.1,Rental payments to GSA,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,4181479.84,0.0,0.0,0.0,0.0,0.0,1747.94,1747.94,1747.94,0.0,0.0,4179731.9,0.0,0.0,0.0,0.0,0.0,0.0,4179731.9,0.0,4111479.43,0.0,0.0,68252.47,-6.63,0.0,0.0,0.0,-6.63,0.0,0.0,0.0,2024-11-15
labor force statistics,17.002,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",1,LABOR FORCE STATISTICS,23.2,Rental payments to others,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,42628.65,10000.0,18830.0,10000.0,18830.0,0.0,0.0,0.0,0.0,0.0,0.0,51458.65,0.0,0.0,0.0,0.0,0.0,0.0,51458.65,0.0,51458.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
labor force statistics,17.002,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",1,LABOR FORCE STATISTICS,23.3,"Communications, utilities, and miscellaneous charges",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,2031173.63,25358.06,37851.09,25318.16,37851.09,39.9,2456.66,2456.66,2456.66,1427.39,0.0,2042637.39,1132839.8,1142080.52,1142080.52,1142080.52,1132839.8,0.0,2033396.67,0.0,2032772.04,0.0,0.0,624.63,-1567.57,-1143.68,-3.75,0.0,-420.14,0.0,0.0,0.0,2024-11-15
labor force statistics,17.002,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",1,LABOR FORCE STATISTICS,24.0,Printing and reproduction,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,711288.86,72414.88,122030.83,68159.81,122030.83,4255.07,0.0,0.0,0.0,0.0,0.0,760904.81,0.0,0.0,0.0,0.0,0.0,0.0,760904.81,0.0,760904.81,0.0,0.0,0.0,-2699.15,-2699.15,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
labor force statistics,17.002,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",1,LABOR FORCE STATISTICS,25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
labor force statistics,17.002,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",1,LABOR FORCE STATISTICS,25.2,Other services from non-Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,3345021.83,2490208.97,1012297.6,2486372.94,1012297.6,3836.03,97985.85,97985.85,97985.85,82665.56,0.0,1851790.17,0.0,0.0,0.0,0.0,0.0,0.0,1851790.17,0.0,1851790.17,0.0,0.0,0.0,-60665.77,-60566.06,-81.72,0.0,-17.99,0.0,0.0,0.0,2024-11-15
labor force statistics,17.002,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",1,LABOR FORCE STATISTICS,25.3,Other goods and services from Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,74810454.67,213497.56,553266.07,-619014.17,553266.07,832511.73,4574830.41,4574830.41,4574830.41,12152192.14,0.0,82727584.91,3862062.2,3606965.01,3606965.01,3606965.01,3862062.2,0.0,82982682.1,0.0,82982682.1,0.0,0.0,0.0,-929997.08,-105243.44,0.0,0.0,-824753.64,0.0,0.0,0.0,2024-11-15
labor force statistics,17.002,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",1,LABOR FORCE STATISTICS,25.5,Research and development contracts,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,24234328.9,41944365.3,34816531.83,41944365.3,34816531.83,0.0,1028651.45,1028651.45,1028651.45,0.0,0.0,16077843.98,0.0,0.0,0.0,0.0,0.0,0.0,16077843.98,0.0,16077843.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
labor force statistics,17.002,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",1,LABOR FORCE STATISTICS,25.7,Operation and maintenance of equipment,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,36653233.46,20593920.76,22316333.77,20593920.76,22316333.77,0.0,4108659.48,4108659.48,4108659.48,3427132.87,0.0,37694119.86,0.0,0.0,0.0,0.0,0.0,0.0,37694119.86,0.0,37693799.4,0.0,0.0,320.46,-89309.16,-89309.16,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
